translated_content,sentiment
The cpu worked and it is an 11900k but it came in a regular brown box not an intelligent box which was concerned if it may be used.,positive
Runs flatless on default settings on this request string z590-e. It over clocks itself to 5.3ghz all core if you really need it. Compare it with a cursor h100i 240mm and it doesn't do it over 65c during additional gaming. If you're going to overclock it I suggest a 360mm AIO or custom run.,positive
I added this Intel Core i9-11900K Desktop Processor to my new 'ROG Maximum XIII Hero motherboard' a year ago. It is a perfect combination for what I wanted = gambling in VR. I have not needed Tech Support so that says a lot about the quality of this and the motherboard working together.,positive
It doesn't come with the fancy box. It doesn't come with a cpu of that comes with the fancy box.,neutral
"I've had this cpu since April of 2022 and just the other day my PC would only start the fans and the lights in the PC, after switching some parts and testing it turned out the cpu has gone bad.",negative
"I was sent a loose used owner in a box. Annoyed, but not choose apparently.",negative
"Just upgraded my pcs motherboard so I figureed power as well get a new processor while at it. So far the difference is huge, my pc boots faster than its monitor can turn on and playing games at max settings with unlocked framed causes 0 stress on my rich now. So far sweet good.",positive
Constantly running around 45-65C max full load playing with 240MM AIO from NZXT. This holds 4.9-5.2 GHz continuously I may have won the silicon batch. This run 140P games dating with a 3080Ti may be 50-60 percent usage under heavy games. If you don't want to go 12th this is your CPU.,positive
"At one time, I thought this I9-11900K could not be used. After cross-testing with multiple PCs, it can finally be used. This CPU was Purchased at a special price, the CPU value is very high, and the seller sends it quickly.",positive
I waited a year for this processor it was worth the wait coming off a FX chip.,positive
"Powerful, but runs VERY hot, to the point you might crash your PC due to heat.",positive
"My daughter needs a new computer system. So, I try this CPU for her computer.",positive
Very powerful CPU. Great product!,positive
Build a good spec PC with this cpu and Assus z-590 and gaming board. Works like a dream,positive
"Good for gambling. Definitely run hot, even a 360mm AIO can't keep it cool with ABT enabled. Often hits 100C when stress testing with ABT on AVX loads. During playing with ABT with a 350mm AIO 50-70C. Also has an issue that the colours report 0C when in C states. Intel says there's a “fix” coming but there's no official time.",positive
Great cpu. Super fast and great overclocking. Paired it with a quality AIO and it keeps the time down.,positive
"I9 is odd. Better benchmarks than my old PC that had an old 5.0ghz amd (old am3+ socket) with crossfire r9 390x's. Shipping was next day, arrived new!",positive
Intel quality is an industry standard (in my eyes) & this is no exception. Installation and setup were EASY and a good speed bump. Windows 11 seems to love it.,positive
exactly what I need for my PC build! This item is AMAZING! and plays even better,positive
"Not sure why there are so few reviews for this product. Also not sure why it's listed under parentboards. It's an amazing cpu for playing and lightly-treated jobs. Don't listen to reviews about it not working or being too hot, people are just bad mounting coolers and making sure the socket fits.",negative
Large processor if you want to use pci-e 4.0 features like your summary for 980 nvme 4.0 ssd or pci-e 4.0 compatible Video Cards.,positive
To date the CPU works very well for what you want to do.,positive
"I was the AMD guy, now I'm the Intel, please.",neutral
Got 5.5 GHz at 95% overclock no second. Faster than advertised is always good. Didn't need tech support so I could rate them.,positive
